trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.7, 'e': 0.8165000000000202}",20,11,5.82638756498231,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.7, 'e': 0.8160000000000203}",20,0,-50.30922404259192,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
369,False,"{'a': 0.7, 'e': 0.8155000000000203}",20,0,-91.20560113171429,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
370,False,"{'a': 0.7, 'e': 0.8150000000000204}",25,0,-16.898825604740985,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
371,False,"{'a': 0.7, 'e': 0.8145000000000204}",20,0,-94.99229694265448,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
372,False,"{'a': 0.7, 'e': 0.8140000000000205}",25,0,-97.74244402951977,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
373,False,"{'a': 0.7, 'e': 0.8135000000000205}",25,5,-18.661795139960578,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
374,False,"{'a': 0.7, 'e': 0.8130000000000206}",20,0,-60.06615849719222,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
375,False,"{'a': 0.7, 'e': 0.8125000000000207}",35,17,-52.96631723696077,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
376,False,"{'a': 0.7, 'e': 0.8120000000000207}",20,0,-43.88542781818813,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
377,False,"{'a': 0.7, 'e': 0.8115000000000208}",25,0,-171.5059449782579,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
378,False,"{'a': 0.7, 'e': 0.8110000000000208}",20,0,-110.08519807571106,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
379,False,"{'a': 0.7, 'e': 0.8105000000000209}",25,9,-57.884653552086164,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
380,False,"{'a': 0.7, 'e': 0.8100000000000209}",20,0,-121.06499331612487,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
381,False,"{'a': 0.7, 'e': 0.809500000000021}",30,0,-12.968309671554172,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
382,False,"{'a': 0.7, 'e': 0.809000000000021}",20,0,-111.41912284441084,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
383,False,"{'a': 0.7, 'e': 0.8085000000000211}",30,0,-176.20764885252314,"{0: 19, 1: 5, 2: 1, 3: 2, 4: 3}",0
384,False,"{'a': 0.7, 'e': 0.8080000000000211}",25,0,-107.35572841278724,"{0: 16, 1: 0, 2: 5, 3: 4, 4: 0}",0
385,False,"{'a': 0.7, 'e': 0.8075000000000212}",25,0,-119.520898539969,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
386,False,"{'a': 0.7, 'e': 0.8070000000000213}",20,0,-33.477012926819405,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
387,False,"{'a': 0.7, 'e': 0.8065000000000213}",20,0,-100.99853084884444,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
388,False,"{'a': 0.7, 'e': 0.8060000000000214}",20,0,-59.98937692642109,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
389,False,"{'a': 0.7, 'e': 0.8055000000000214}",20,11,-19.06409157217919,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
390,False,"{'a': 0.7, 'e': 0.8050000000000215}",30,0,-152.2749711827906,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
391,False,"{'a': 0.7, 'e': 0.8045000000000215}",30,9,-5.86267125934032,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.7, 'e': 0.8040000000000216}",20,0,-56.728254750336056,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
393,False,"{'a': 0.7, 'e': 0.8035000000000216}",20,0,-39.762588601380685,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
394,False,"{'a': 0.7, 'e': 0.8030000000000217}",25,15,-47.48595265614904,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
395,False,"{'a': 0.7, 'e': 0.8025000000000218}",20,0,-113.78397665142032,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
396,False,"{'a': 0.7, 'e': 0.8020000000000218}",20,0,-29.7230863598213,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
397,False,"{'a': 0.7, 'e': 0.8015000000000219}",25,9,-30.933923667555998,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
398,False,"{'a': 0.7, 'e': 0.8010000000000219}",20,0,-43.55057828277362,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
399,False,"{'a': 0.7, 'e': 0.800500000000022}",20,0,-64.31596784024327,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
400,False,"{'a': 0.7, 'e': 0.800000000000022}",20,0,-101.64191590725173,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
401,False,"{'a': 0.7, 'e': 0.7995000000000221}",30,0,-68.29245995272282,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
402,False,"{'a': 0.7, 'e': 0.7990000000000221}",20,0,-18.451481650256262,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
403,False,"{'a': 0.7, 'e': 0.7985000000000222}",20,0,-79.10394565704169,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
404,False,"{'a': 0.7, 'e': 0.7980000000000222}",30,0,-142.31948794500323,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
405,False,"{'a': 0.7, 'e': 0.7975000000000223}",20,0,-54.701627225950546,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
406,False,"{'a': 0.7, 'e': 0.7970000000000224}",25,0,-118.53771424130395,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
407,False,"{'a': 0.7, 'e': 0.7965000000000224}",20,0,-25.826453479491356,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
408,False,"{'a': 0.7, 'e': 0.7960000000000225}",20,0,-79.83689149992249,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
409,False,"{'a': 0.7, 'e': 0.7955000000000225}",30,0,-56.056256836877765,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
410,False,"{'a': 0.7, 'e': 0.7950000000000226}",20,0,-175.24322912088576,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
411,False,"{'a': 0.7, 'e': 0.7945000000000226}",20,0,-45.975792656797466,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
412,False,"{'a': 0.7, 'e': 0.7940000000000227}",25,15,-36.54171672315573,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
413,False,"{'a': 0.7, 'e': 0.7935000000000227}",20,0,-61.37252684989328,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
414,False,"{'a': 0.7, 'e': 0.7930000000000228}",20,0,-112.44583471079402,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
415,False,"{'a': 0.7, 'e': 0.7925000000000229}",30,12,-54.57836517290923,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
416,False,"{'a': 0.7, 'e': 0.7920000000000229}",25,3,-121.2982901685842,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 2}",1
417,False,"{'a': 0.7, 'e': 0.791500000000023}",20,0,-64.66371890773792,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
418,False,"{'a': 0.7, 'e': 0.791000000000023}",20,0,-68.18384790157988,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
419,False,"{'a': 0.7, 'e': 0.7905000000000231}",25,10,-32.35210955045357,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
420,False,"{'a': 0.7, 'e': 0.7900000000000231}",25,0,-153.63974277034413,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
421,False,"{'a': 0.7, 'e': 0.7895000000000232}",25,0,-54.9830086422887,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.7, 'e': 0.7890000000000232}",20,3,-60.95055169592022,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
423,False,"{'a': 0.7, 'e': 0.7885000000000233}",20,4,-29.12664214195238,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.7880000000000233}",25,0,-45.89427567953065,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
425,False,"{'a': 0.7, 'e': 0.7875000000000234}",30,0,-111.36836301571063,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
426,False,"{'a': 0.7, 'e': 0.7870000000000235}",25,11,-65.25615891741747,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
427,False,"{'a': 0.7, 'e': 0.7865000000000235}",30,6,-110.04590804652995,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 2}",1
428,False,"{'a': 0.7, 'e': 0.7860000000000236}",25,0,-143.9005168708025,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
429,False,"{'a': 0.7, 'e': 0.7855000000000236}",20,0,-64.62229827606902,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
430,False,"{'a': 0.7, 'e': 0.7850000000000237}",25,0,-34.22756550366719,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
431,False,"{'a': 0.7, 'e': 0.7845000000000237}",25,0,-176.6177872871175,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
432,False,"{'a': 0.7, 'e': 0.7840000000000238}",20,0,-75.18091969329475,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
433,False,"{'a': 0.7, 'e': 0.7835000000000238}",20,11,-76.68433975388395,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 1}",1
434,False,"{'a': 0.7, 'e': 0.7830000000000239}",20,3,-101.559440194608,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 1}",1
435,False,"{'a': 0.7, 'e': 0.782500000000024}",20,0,-34.816931266018955,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
436,False,"{'a': 0.7, 'e': 0.782000000000024}",25,20,9.783419648927497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.7, 'e': 0.7815000000000241}",20,0,-98.32262971263063,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
438,False,"{'a': 0.7, 'e': 0.7810000000000241}",20,0,-41.711241787741194,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
439,False,"{'a': 0.7, 'e': 0.7805000000000242}",20,5,-73.89207431000249,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
440,False,"{'a': 0.7, 'e': 0.7800000000000242}",25,0,-60.57970659679024,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
441,False,"{'a': 0.7, 'e': 0.7795000000000243}",25,13,24.476180193326226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7, 'e': 0.7790000000000243}",25,13,-40.76730902365975,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
443,False,"{'a': 0.7, 'e': 0.7785000000000244}",20,2,-97.36403015338693,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
444,False,"{'a': 0.7, 'e': 0.7780000000000244}",25,13,-19.839883754575244,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 0.7775000000000245}",20,0,-145.2020954870623,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
446,False,"{'a': 0.7, 'e': 0.7770000000000246}",20,0,-24.79154191927485,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.7, 'e': 0.7765000000000246}",20,0,-41.404751661011446,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
448,False,"{'a': 0.7, 'e': 0.7760000000000247}",30,0,-183.41921595510462,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
449,False,"{'a': 0.7, 'e': 0.7755000000000247}",20,0,-111.58491147096966,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
450,False,"{'a': 0.7, 'e': 0.7750000000000248}",30,0,-228.10468400861535,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
451,False,"{'a': 0.7, 'e': 0.7745000000000248}",20,0,-171.76076993368073,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
452,False,"{'a': 0.7, 'e': 0.7740000000000249}",20,0,-114.361635005991,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
453,False,"{'a': 0.7, 'e': 0.773500000000025}",20,4,-74.40479405542095,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 1}",1
454,False,"{'a': 0.7, 'e': 0.773000000000025}",35,0,-181.33181268038967,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 3}",0
455,False,"{'a': 0.7, 'e': 0.7725000000000251}",20,9,-0.8815133953349408,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 0.7720000000000251}",30,11,-54.01786274854444,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
457,False,"{'a': 0.7, 'e': 0.7715000000000252}",20,0,-57.56621415801675,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
458,False,"{'a': 0.7, 'e': 0.7710000000000252}",20,0,-51.36055423602725,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
459,False,"{'a': 0.7, 'e': 0.7705000000000253}",25,0,-25.165070424838845,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
460,False,"{'a': 0.7, 'e': 0.7700000000000253}",25,0,-74.30520460662387,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
461,False,"{'a': 0.7, 'e': 0.7695000000000254}",25,0,-156.1746608899702,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
462,False,"{'a': 0.7, 'e': 0.7690000000000254}",20,0,-143.43797081080655,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
463,False,"{'a': 0.7, 'e': 0.7685000000000255}",25,0,-133.51355371001122,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
464,False,"{'a': 0.7, 'e': 0.7680000000000256}",20,0,-81.479346143198,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
465,False,"{'a': 0.7, 'e': 0.7675000000000256}",20,15,-32.588539881057315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.7, 'e': 0.7670000000000257}",20,0,-71.86197130279673,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
467,False,"{'a': 0.7, 'e': 0.7665000000000257}",30,0,-76.06904059979558,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
468,False,"{'a': 0.7, 'e': 0.7660000000000258}",25,0,-90.65417369083329,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
469,False,"{'a': 0.7, 'e': 0.7655000000000258}",25,0,-19.326706533567044,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
470,False,"{'a': 0.7, 'e': 0.7650000000000259}",30,0,-165.51908219269552,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
471,False,"{'a': 0.7, 'e': 0.7645000000000259}",30,16,-14.77426066945032,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 0.764000000000026}",30,0,-113.00511070366595,"{0: 20, 1: 4, 2: 2, 3: 3, 4: 1}",0
473,False,"{'a': 0.7, 'e': 0.763500000000026}",25,0,-74.65117143350852,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
474,False,"{'a': 0.7, 'e': 0.7630000000000261}",20,0,-88.72695307706348,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
475,False,"{'a': 0.7, 'e': 0.7625000000000262}",30,0,-106.08084390398672,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
476,False,"{'a': 0.7, 'e': 0.7620000000000262}",25,1,-208.4566720520437,"{0: 10, 1: 1, 2: 8, 3: 3, 4: 2}",1
477,False,"{'a': 0.7, 'e': 0.7615000000000263}",20,0,-3.337568349642726,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
478,False,"{'a': 0.7, 'e': 0.7610000000000263}",20,0,-73.42244942040307,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
479,False,"{'a': 0.7, 'e': 0.7605000000000264}",30,0,-53.90819667225098,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
480,False,"{'a': 0.7, 'e': 0.7600000000000264}",25,0,-78.00261303594996,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
481,False,"{'a': 0.7, 'e': 0.7595000000000265}",25,0,-177.72307393402073,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 4}",0
482,False,"{'a': 0.7, 'e': 0.7590000000000265}",20,0,-48.96750839287812,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
483,False,"{'a': 0.7, 'e': 0.7585000000000266}",20,0,-27.518686632836417,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
484,False,"{'a': 0.7, 'e': 0.7580000000000267}",25,2,-69.3381331675988,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 1}",1
485,False,"{'a': 0.7, 'e': 0.7575000000000267}",20,0,-131.926233450822,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
486,False,"{'a': 0.7, 'e': 0.7570000000000268}",25,8,-80.46596739832465,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
487,False,"{'a': 0.7, 'e': 0.7565000000000268}",20,8,-67.34828886051231,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
488,False,"{'a': 0.7, 'e': 0.7560000000000269}",20,13,-20.475530500547688,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
489,False,"{'a': 0.7, 'e': 0.7555000000000269}",20,0,-79.27157938850794,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
490,False,"{'a': 0.7, 'e': 0.755000000000027}",20,0,-71.97113858664113,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
491,False,"{'a': 0.7, 'e': 0.754500000000027}",30,0,-141.7613093645591,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 3}",0
492,False,"{'a': 0.7, 'e': 0.7540000000000271}",35,0,-157.85901581373017,"{0: 20, 1: 3, 2: 9, 3: 2, 4: 1}",0
493,False,"{'a': 0.7, 'e': 0.7535000000000271}",20,0,-43.51925483189415,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
494,False,"{'a': 0.7, 'e': 0.7530000000000272}",25,0,-87.68970635766419,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
495,False,"{'a': 0.7, 'e': 0.7525000000000273}",20,0,-83.50641364979626,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
496,False,"{'a': 0.7, 'e': 0.7520000000000273}",25,0,-110.12655606746587,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
497,False,"{'a': 0.7, 'e': 0.7515000000000274}",20,0,-76.79971993324062,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
498,False,"{'a': 0.7, 'e': 0.7510000000000274}",20,0,-112.83831015442428,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
499,False,"{'a': 0.7, 'e': 0.7505000000000275}",30,0,-155.633600379284,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
500,False,"{'a': 0.7, 'e': 0.7500000000000275}",25,7,-160.79629963319695,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 3}",1
501,False,"{'a': 0.7, 'e': 0.7495000000000276}",25,0,-70.70909040615663,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
502,False,"{'a': 0.7, 'e': 0.7490000000000276}",20,0,-108.03278952796931,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
503,False,"{'a': 0.7, 'e': 0.7485000000000277}",20,6,-52.01185202774042,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
504,False,"{'a': 0.7, 'e': 0.7480000000000278}",20,3,-40.64131852806454,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
505,False,"{'a': 0.7, 'e': 0.7475000000000278}",30,5,-63.51448847230711,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
506,False,"{'a': 0.7, 'e': 0.7470000000000279}",20,0,-123.68554028615577,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
507,False,"{'a': 0.7, 'e': 0.7465000000000279}",20,0,-9.294803965739646,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
508,False,"{'a': 0.7, 'e': 0.746000000000028}",30,0,-125.31210000992041,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
509,False,"{'a': 0.7, 'e': 0.745500000000028}",20,0,-109.71534446399606,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
510,False,"{'a': 0.7, 'e': 0.7450000000000281}",35,0,-58.79349952627527,"{0: 25, 1: 3, 2: 7, 3: 0, 4: 0}",0
511,False,"{'a': 0.7, 'e': 0.7445000000000281}",25,0,-47.546331170723064,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
512,False,"{'a': 0.7, 'e': 0.7440000000000282}",20,0,-121.35368232747606,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
513,False,"{'a': 0.7, 'e': 0.7435000000000282}",30,21,6.3890376855142375,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.7, 'e': 0.7430000000000283}",30,0,-159.4814982495721,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
515,False,"{'a': 0.7, 'e': 0.7425000000000284}",25,0,-49.29628892203785,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
516,False,"{'a': 0.7, 'e': 0.7420000000000284}",35,0,-46.531100260116624,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
517,False,"{'a': 0.7, 'e': 0.7415000000000285}",30,12,-107.07198596327481,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
518,False,"{'a': 0.7, 'e': 0.7410000000000285}",25,9,-11.557634246592029,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.7, 'e': 0.7405000000000286}",25,0,-101.1731210481755,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
520,False,"{'a': 0.7, 'e': 0.7400000000000286}",30,0,-233.26916657839286,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 5}",0
521,False,"{'a': 0.7, 'e': 0.7395000000000287}",20,0,-105.47735971619991,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
522,False,"{'a': 0.7, 'e': 0.7390000000000287}",20,0,-6.505468931416193,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
523,False,"{'a': 0.7, 'e': 0.7385000000000288}",20,0,-77.00539105972612,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
524,False,"{'a': 0.7, 'e': 0.7380000000000289}",20,0,-65.77861902675717,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
525,False,"{'a': 0.7, 'e': 0.7375000000000289}",30,14,-90.33430394476436,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
526,False,"{'a': 0.7, 'e': 0.737000000000029}",35,2,-125.3346180463517,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 3}",1
527,False,"{'a': 0.7, 'e': 0.736500000000029}",25,11,-46.89322369286145,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 0.7360000000000291}",25,0,-120.02394133133166,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
529,False,"{'a': 0.7, 'e': 0.7355000000000291}",25,0,-150.58611156687874,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
530,False,"{'a': 0.7, 'e': 0.7350000000000292}",25,0,-279.4998313263482,"{0: 9, 1: 2, 2: 8, 3: 2, 4: 4}",0
531,False,"{'a': 0.7, 'e': 0.7345000000000292}",25,0,-131.44083183262524,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
532,False,"{'a': 0.7, 'e': 0.7340000000000293}",25,0,-86.24785389329118,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.7, 'e': 0.7335000000000294}",25,0,-153.21517011961964,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
534,False,"{'a': 0.7, 'e': 0.7330000000000294}",25,0,-101.9065033016939,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
535,False,"{'a': 0.7, 'e': 0.7325000000000295}",20,0,-54.36804033944402,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
536,False,"{'a': 0.7, 'e': 0.7320000000000295}",25,19,11.247593441775004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7, 'e': 0.7315000000000296}",20,0,-71.00879335278962,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
538,False,"{'a': 0.7, 'e': 0.7310000000000296}",30,14,-18.172945858988996,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
539,False,"{'a': 0.7, 'e': 0.7305000000000297}",25,0,-89.84486329624075,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",1
540,False,"{'a': 0.7, 'e': 0.7300000000000297}",25,0,-77.69173215687566,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
541,False,"{'a': 0.7, 'e': 0.7295000000000298}",25,0,-86.55959602192362,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
542,False,"{'a': 0.7, 'e': 0.7290000000000298}",20,0,-154.92302056871802,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
543,False,"{'a': 0.7, 'e': 0.7285000000000299}",20,1,-82.41293835489387,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
544,False,"{'a': 0.7, 'e': 0.72800000000003}",30,0,-119.68583105989693,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
545,False,"{'a': 0.7, 'e': 0.72750000000003}",20,0,-47.8822113308089,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
546,False,"{'a': 0.7, 'e': 0.7270000000000301}",30,1,-62.81060906254014,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 1}",1
547,False,"{'a': 0.7, 'e': 0.7265000000000301}",25,13,-45.64514835642313,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
548,False,"{'a': 0.7, 'e': 0.7260000000000302}",25,5,-45.81023920251082,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
549,False,"{'a': 0.7, 'e': 0.7255000000000302}",30,0,-185.97110553259984,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
550,False,"{'a': 0.7, 'e': 0.7250000000000303}",20,0,-100.1285634019249,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
