trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.7, 'e': 0.9085000000000101}",20,0,-130.32982692461405,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
184,False,"{'a': 0.7, 'e': 0.9080000000000101}",20,0,-78.03815300629023,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
185,False,"{'a': 0.7, 'e': 0.9075000000000102}",20,0,-108.90921461919666,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
186,False,"{'a': 0.7, 'e': 0.9070000000000102}",25,0,-106.14712124345024,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
187,False,"{'a': 0.7, 'e': 0.9065000000000103}",20,0,-34.118138993840184,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
188,False,"{'a': 0.7, 'e': 0.9060000000000104}",20,0,-130.12212330449208,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
189,False,"{'a': 0.7, 'e': 0.9055000000000104}",20,12,7.717569520996797,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.9050000000000105}",20,0,-119.03960261649077,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
191,False,"{'a': 0.7, 'e': 0.9045000000000105}",20,0,-81.82274938355732,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
192,False,"{'a': 0.7, 'e': 0.9040000000000106}",25,0,-153.20765633717377,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
193,False,"{'a': 0.7, 'e': 0.9035000000000106}",30,0,-96.99786318362901,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
194,False,"{'a': 0.7, 'e': 0.9030000000000107}",25,0,-186.0810371264392,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
195,False,"{'a': 0.7, 'e': 0.9025000000000107}",25,0,-153.41685456895692,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 3}",0
196,False,"{'a': 0.7, 'e': 0.9020000000000108}",25,2,-30.917620666527753,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.9015000000000108}",20,0,-130.73020322926666,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
198,False,"{'a': 0.7, 'e': 0.9010000000000109}",20,10,-0.2281798336938916,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.900500000000011}",20,0,-150.33737667055541,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
200,False,"{'a': 0.7, 'e': 0.900000000000011}",25,0,-141.38112385120095,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
201,False,"{'a': 0.7, 'e': 0.8995000000000111}",20,14,-33.391548281396595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.7, 'e': 0.8990000000000111}",20,0,-70.76060200480518,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
203,False,"{'a': 0.7, 'e': 0.8985000000000112}",20,0,-64.80611288589263,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
204,False,"{'a': 0.7, 'e': 0.8980000000000112}",20,0,-128.66751354189165,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
205,False,"{'a': 0.7, 'e': 0.8975000000000113}",25,0,-97.70650272640958,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
206,False,"{'a': 0.7, 'e': 0.8970000000000113}",20,0,-83.58349474974506,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
207,False,"{'a': 0.7, 'e': 0.8965000000000114}",25,0,-99.80880148916269,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
208,False,"{'a': 0.7, 'e': 0.8960000000000115}",20,0,-61.039625145445854,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
209,False,"{'a': 0.7, 'e': 0.8955000000000115}",20,0,-173.8878186655411,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
210,False,"{'a': 0.7, 'e': 0.8950000000000116}",20,0,-206.25214224829685,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
211,False,"{'a': 0.7, 'e': 0.8945000000000116}",30,4,-95.82031517807948,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 1}",1
212,False,"{'a': 0.7, 'e': 0.8940000000000117}",20,0,-62.35090387619974,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
213,False,"{'a': 0.7, 'e': 0.8935000000000117}",20,0,-87.44230141558933,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
214,False,"{'a': 0.7, 'e': 0.8930000000000118}",20,0,-22.778586581284266,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.7, 'e': 0.8925000000000118}",30,17,-70.3122238780796,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
216,False,"{'a': 0.7, 'e': 0.8920000000000119}",20,0,5.714086899157408,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.7, 'e': 0.891500000000012}",20,0,-51.435584052230666,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
218,False,"{'a': 0.7, 'e': 0.891000000000012}",25,0,-111.86989225620167,"{0: 11, 1: 5, 2: 8, 3: 1, 4: 0}",0
219,False,"{'a': 0.7, 'e': 0.8905000000000121}",30,0,-195.5830493572729,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
220,False,"{'a': 0.7, 'e': 0.8900000000000121}",20,0,-115.36983385965911,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
221,False,"{'a': 0.7, 'e': 0.8895000000000122}",25,0,-62.19858317809741,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
222,False,"{'a': 0.7, 'e': 0.8890000000000122}",20,0,-24.241547211334307,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.7, 'e': 0.8885000000000123}",35,0,-208.6128983901025,"{0: 17, 1: 3, 2: 12, 3: 1, 4: 2}",0
224,False,"{'a': 0.7, 'e': 0.8880000000000123}",20,0,-44.78956774532418,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
225,False,"{'a': 0.7, 'e': 0.8875000000000124}",25,0,-113.3720901428458,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
226,False,"{'a': 0.7, 'e': 0.8870000000000124}",20,10,-17.640000831367388,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.8865000000000125}",30,5,-205.80698180849504,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",1
228,False,"{'a': 0.7, 'e': 0.8860000000000126}",30,14,-90.92319349433278,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 1}",1
229,False,"{'a': 0.7, 'e': 0.8855000000000126}",25,0,-85.22306071520461,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
230,False,"{'a': 0.7, 'e': 0.8850000000000127}",25,0,-95.82091190691584,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
231,False,"{'a': 0.7, 'e': 0.8845000000000127}",20,0,-53.18700472038225,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
232,False,"{'a': 0.7, 'e': 0.8840000000000128}",25,0,-9.610601060389005,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.7, 'e': 0.8835000000000128}",35,0,-58.24864855397635,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
234,False,"{'a': 0.7, 'e': 0.8830000000000129}",20,0,-129.3515776669833,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
235,False,"{'a': 0.7, 'e': 0.8825000000000129}",20,0,-133.12634535641232,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
236,False,"{'a': 0.7, 'e': 0.882000000000013}",25,0,-93.07613782077873,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
237,False,"{'a': 0.7, 'e': 0.881500000000013}",20,0,-71.77358496774326,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
238,False,"{'a': 0.7, 'e': 0.8810000000000131}",25,17,16.778388739561468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.8805000000000132}",20,0,-92.14806866046015,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
240,False,"{'a': 0.7, 'e': 0.8800000000000132}",20,0,-63.50402447107254,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
241,False,"{'a': 0.7, 'e': 0.8795000000000133}",25,0,-150.3932100334563,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
242,False,"{'a': 0.7, 'e': 0.8790000000000133}",20,0,-68.05826383411465,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
243,False,"{'a': 0.7, 'e': 0.8785000000000134}",25,0,-191.7295393610518,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
244,False,"{'a': 0.7, 'e': 0.8780000000000134}",30,0,-53.90921712405456,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
245,False,"{'a': 0.7, 'e': 0.8775000000000135}",25,0,-69.91596544035137,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
246,False,"{'a': 0.7, 'e': 0.8770000000000135}",35,0,-274.5832914948375,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 5}",1
247,False,"{'a': 0.7, 'e': 0.8765000000000136}",30,0,-107.99761073504314,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
248,False,"{'a': 0.7, 'e': 0.8760000000000137}",25,0,-7.982415227496496,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.7, 'e': 0.8755000000000137}",20,3,-116.41689302152825,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
250,False,"{'a': 0.7, 'e': 0.8750000000000138}",30,2,-105.03047653954621,"{0: 15, 1: 7, 2: 5, 3: 0, 4: 1}",1
251,False,"{'a': 0.7, 'e': 0.8745000000000138}",20,0,-30.538876836052047,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
252,False,"{'a': 0.7, 'e': 0.8740000000000139}",25,0,-96.44390573947206,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
253,False,"{'a': 0.7, 'e': 0.8735000000000139}",25,0,-51.33192761142633,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
254,False,"{'a': 0.7, 'e': 0.873000000000014}",20,12,-3.9808871746162486,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.872500000000014}",20,0,-119.80576966637456,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
256,False,"{'a': 0.7, 'e': 0.8720000000000141}",20,0,-92.63450714388905,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
257,False,"{'a': 0.7, 'e': 0.8715000000000142}",20,0,-121.04890427261824,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
258,False,"{'a': 0.7, 'e': 0.8710000000000142}",30,0,-110.21263891451406,"{0: 23, 1: 2, 2: 1, 3: 2, 4: 2}",0
259,False,"{'a': 0.7, 'e': 0.8705000000000143}",25,0,-162.21127743813037,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
260,False,"{'a': 0.7, 'e': 0.8700000000000143}",30,0,-93.97886580321547,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
261,False,"{'a': 0.7, 'e': 0.8695000000000144}",20,0,-165.6957915273791,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
262,False,"{'a': 0.7, 'e': 0.8690000000000144}",25,0,-130.9219531321436,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
263,False,"{'a': 0.7, 'e': 0.8685000000000145}",25,0,-91.22242987178035,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
264,False,"{'a': 0.7, 'e': 0.8680000000000145}",20,0,-73.7082487862053,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
265,False,"{'a': 0.7, 'e': 0.8675000000000146}",25,0,-77.46093744684804,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
266,False,"{'a': 0.7, 'e': 0.8670000000000146}",20,0,-156.24257639669082,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
267,False,"{'a': 0.7, 'e': 0.8665000000000147}",20,0,-92.62925193046121,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
268,False,"{'a': 0.7, 'e': 0.8660000000000148}",20,8,-57.016864133787294,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
269,False,"{'a': 0.7, 'e': 0.8655000000000148}",20,0,-117.31892796037346,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
270,False,"{'a': 0.7, 'e': 0.8650000000000149}",20,0,-112.15337720307703,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
271,False,"{'a': 0.7, 'e': 0.8645000000000149}",30,0,-85.02767232058545,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.7, 'e': 0.864000000000015}",25,15,-30.43328645690707,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.863500000000015}",25,0,-57.192477428285734,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.7, 'e': 0.8630000000000151}",30,0,-119.26563340630258,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
275,False,"{'a': 0.7, 'e': 0.8625000000000151}",25,0,-35.136613748122585,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
276,False,"{'a': 0.7, 'e': 0.8620000000000152}",25,0,-22.798717914962538,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
277,False,"{'a': 0.7, 'e': 0.8615000000000153}",20,10,-63.15917359059837,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
278,False,"{'a': 0.7, 'e': 0.8610000000000153}",20,0,-5.19858798342144,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.7, 'e': 0.8605000000000154}",20,7,-8.874488017430743,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.8600000000000154}",30,15,-38.97538458573011,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.7, 'e': 0.8595000000000155}",30,0,-109.1090682079596,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
282,False,"{'a': 0.7, 'e': 0.8590000000000155}",25,0,-148.753113173196,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
283,False,"{'a': 0.7, 'e': 0.8585000000000156}",25,0,-146.8153241532622,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
284,False,"{'a': 0.7, 'e': 0.8580000000000156}",25,0,-114.99689452809949,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
285,False,"{'a': 0.7, 'e': 0.8575000000000157}",20,0,-104.14331637269788,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
286,False,"{'a': 0.7, 'e': 0.8570000000000157}",20,0,-135.24658339364152,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
287,False,"{'a': 0.7, 'e': 0.8565000000000158}",25,10,-43.74413586099189,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.7, 'e': 0.8560000000000159}",25,0,-151.62980961376084,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
289,False,"{'a': 0.7, 'e': 0.8555000000000159}",20,0,-79.94711306634221,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
290,False,"{'a': 0.7, 'e': 0.855000000000016}",20,0,-97.07048864351518,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
291,False,"{'a': 0.7, 'e': 0.854500000000016}",25,0,-92.68836914136074,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
292,False,"{'a': 0.7, 'e': 0.8540000000000161}",20,7,-9.418656687733307,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.8535000000000161}",35,0,-62.16844633293523,"{0: 26, 1: 4, 2: 4, 3: 0, 4: 1}",0
294,False,"{'a': 0.7, 'e': 0.8530000000000162}",25,0,-57.51984488118682,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
295,False,"{'a': 0.7, 'e': 0.8525000000000162}",20,0,-60.7640284896434,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
296,False,"{'a': 0.7, 'e': 0.8520000000000163}",20,0,-71.56054078602969,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
297,False,"{'a': 0.7, 'e': 0.8515000000000164}",20,0,-102.67212989137259,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
298,False,"{'a': 0.7, 'e': 0.8510000000000164}",30,0,-164.69673290463345,"{0: 16, 1: 7, 2: 3, 3: 2, 4: 2}",0
299,False,"{'a': 0.7, 'e': 0.8505000000000165}",35,0,-126.52373676985994,"{0: 21, 1: 5, 2: 7, 3: 1, 4: 1}",0
300,False,"{'a': 0.7, 'e': 0.8500000000000165}",20,0,-44.21599872190629,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
301,False,"{'a': 0.7, 'e': 0.8495000000000166}",30,16,-94.7283842756178,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
302,False,"{'a': 0.7, 'e': 0.8490000000000166}",30,0,-49.28741079899976,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
303,False,"{'a': 0.7, 'e': 0.8485000000000167}",30,0,-92.82050791131783,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
304,False,"{'a': 0.7, 'e': 0.8480000000000167}",25,0,-79.09595852557787,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
305,False,"{'a': 0.7, 'e': 0.8475000000000168}",30,18,-27.054112124111555,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.8470000000000169}",20,0,-56.266690766747814,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
307,False,"{'a': 0.7, 'e': 0.8465000000000169}",20,7,-49.297331675016046,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.846000000000017}",20,0,-156.9646438476437,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
309,False,"{'a': 0.7, 'e': 0.845500000000017}",25,0,-86.26049899160066,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
310,False,"{'a': 0.7, 'e': 0.8450000000000171}",30,0,-88.39484478704598,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
311,False,"{'a': 0.7, 'e': 0.8445000000000171}",20,0,-66.76172820568165,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
312,False,"{'a': 0.7, 'e': 0.8440000000000172}",25,0,-111.75128325997142,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
313,False,"{'a': 0.7, 'e': 0.8435000000000172}",25,5,-125.68338481242166,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",1
314,False,"{'a': 0.7, 'e': 0.8430000000000173}",25,0,-88.12174072973927,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
315,False,"{'a': 0.7, 'e': 0.8425000000000173}",20,0,-40.31141885822767,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
316,False,"{'a': 0.7, 'e': 0.8420000000000174}",25,0,-118.63764634124001,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
317,False,"{'a': 0.7, 'e': 0.8415000000000175}",25,0,-86.51035891851146,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
318,False,"{'a': 0.7, 'e': 0.8410000000000175}",30,0,-72.05928271936604,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
319,False,"{'a': 0.7, 'e': 0.8405000000000176}",30,0,-136.5098249640813,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
320,False,"{'a': 0.7, 'e': 0.8400000000000176}",20,0,-28.43976128255525,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
321,False,"{'a': 0.7, 'e': 0.8395000000000177}",20,0,-53.39057175064278,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
322,False,"{'a': 0.7, 'e': 0.8390000000000177}",30,2,-153.4649604225264,"{0: 16, 1: 1, 2: 9, 3: 0, 4: 2}",1
323,False,"{'a': 0.7, 'e': 0.8385000000000178}",25,0,-164.88889145810663,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
324,False,"{'a': 0.7, 'e': 0.8380000000000178}",25,0,-159.08237577885214,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
325,False,"{'a': 0.7, 'e': 0.8375000000000179}",20,12,-9.860978131391102,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.837000000000018}",25,0,-31.412710225049466,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
327,False,"{'a': 0.7, 'e': 0.836500000000018}",30,13,6.384580242772084,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.8360000000000181}",20,6,-102.24883637691852,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 1}",1
329,False,"{'a': 0.7, 'e': 0.8355000000000181}",20,0,-124.03574315100167,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
330,False,"{'a': 0.7, 'e': 0.8350000000000182}",30,0,-150.27748008810585,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
331,False,"{'a': 0.7, 'e': 0.8345000000000182}",25,13,2.2436311492515983,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.8340000000000183}",25,0,-114.82177202796224,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
333,False,"{'a': 0.7, 'e': 0.8335000000000183}",20,0,-4.8563946190796825,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
334,False,"{'a': 0.7, 'e': 0.8330000000000184}",25,0,-133.53950892419334,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
335,False,"{'a': 0.7, 'e': 0.8325000000000184}",25,0,-21.131798525100585,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
336,False,"{'a': 0.7, 'e': 0.8320000000000185}",20,0,-101.1646833605683,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
337,False,"{'a': 0.7, 'e': 0.8315000000000186}",20,0,-50.37754606491541,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
338,False,"{'a': 0.7, 'e': 0.8310000000000186}",25,0,-104.62155347226661,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
339,False,"{'a': 0.7, 'e': 0.8305000000000187}",25,0,-126.38396370897529,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
340,False,"{'a': 0.7, 'e': 0.8300000000000187}",25,0,-96.91712022894548,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
341,False,"{'a': 0.7, 'e': 0.8295000000000188}",20,0,-142.76500096983804,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
342,False,"{'a': 0.7, 'e': 0.8290000000000188}",20,0,-82.52061059042528,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
343,False,"{'a': 0.7, 'e': 0.8285000000000189}",20,0,-95.44326831421316,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
344,False,"{'a': 0.7, 'e': 0.8280000000000189}",20,0,-35.89623286750783,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.7, 'e': 0.827500000000019}",35,0,-104.19894055039765,"{0: 26, 1: 2, 2: 3, 3: 3, 4: 1}",0
346,False,"{'a': 0.7, 'e': 0.827000000000019}",30,10,-42.861535892227806,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 0.8265000000000191}",30,0,-121.31580984431494,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
348,False,"{'a': 0.7, 'e': 0.8260000000000192}",30,0,-155.5092663037015,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
349,False,"{'a': 0.7, 'e': 0.8255000000000192}",30,0,-54.85407573518298,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.7, 'e': 0.8250000000000193}",20,0,-70.90978913490278,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
351,False,"{'a': 0.7, 'e': 0.8245000000000193}",30,0,-98.21056444218262,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
352,False,"{'a': 0.7, 'e': 0.8240000000000194}",30,0,-66.89946152225653,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
353,False,"{'a': 0.7, 'e': 0.8235000000000194}",20,0,-131.57873153510948,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
354,False,"{'a': 0.7, 'e': 0.8230000000000195}",20,9,-23.880886307721724,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.8225000000000195}",20,0,-89.46339261140953,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
356,False,"{'a': 0.7, 'e': 0.8220000000000196}",25,0,4.425177616630885,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
357,False,"{'a': 0.7, 'e': 0.8215000000000197}",20,0,-55.013090321111854,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.7, 'e': 0.8210000000000197}",20,0,-63.87461954484839,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.7, 'e': 0.8205000000000198}",20,0,-45.58866224955591,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
360,False,"{'a': 0.7, 'e': 0.8200000000000198}",25,0,-192.16926463607638,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
361,False,"{'a': 0.7, 'e': 0.8195000000000199}",30,0,-97.77300680190608,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
362,False,"{'a': 0.7, 'e': 0.8190000000000199}",20,0,-38.41383462867051,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
363,False,"{'a': 0.7, 'e': 0.81850000000002}",20,7,-33.76161199119992,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.81800000000002}",20,0,-79.94563423047849,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
365,False,"{'a': 0.7, 'e': 0.8175000000000201}",20,0,-22.539193012167864,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
366,False,"{'a': 0.7, 'e': 0.8170000000000202}",20,0,-77.4165766640648,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
